Glucose Data,Generated on,21-11-2024 12:39 UTC,Generated by,Carlisha  Steele 
Device,Serial Number,Device Timestamp,Record Type,Historic Glucose mmol/L,Scan Glucose mmol/L,Non-numeric Rapid-Acting Insulin,Rapid-Acting Insulin (units),Non-numeric Food,Carbohydrates (grams),Carbohydrates (servings),Non-numeric Long-Acting Insulin,Long-Acting Insulin (units),Notes,Strip Glucose mmol/L,Ketone mmol/L,Meal Insulin (units),Correction Insulin (units),User Change Insulin (units)
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:57,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:57,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 21:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:02,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:05,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:12,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:27,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 22:28,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 23:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 23:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,02-11-2024 23:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 00:18,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 00:19,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 00:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 00:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 00:29,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:26,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:41,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:41,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:52,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:52,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:52,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:52,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 01:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 02:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 02:06,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 03:36,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 03:36,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 04:36,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 05:39,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 05:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:00,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:05,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:06,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:11,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:12,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:19,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 06:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 07:00,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 08:19,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 10:18,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 11:25,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:20,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:26,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:26,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 13:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 14:13,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:37,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:38,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:44,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 15:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:03,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:06,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:08,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:09,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:11,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:12,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:17,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 16:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 17:09,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 18:44,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 20:32,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:28,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:30,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:34,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:35,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 21:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:00,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:05,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:17,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:22,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:37,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:38,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:41,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:51,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 22:57,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,03-11-2024 23:13,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 00:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 02:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 04:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 06:13,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:02,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:03,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:08,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:10,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:14,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:14,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:14,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 08:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:06,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:08,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:09,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:14,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:16,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:36,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:37,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 11:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 12:03,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 13:50,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 16:05,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 16:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 16:51,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 18:50,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 20:25,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,04-11-2024 21:05,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 07:41,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 08:20,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 08:39,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 13:17,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 14:31,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 14:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 14:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 14:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:08,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:20,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:25,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:30,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:44,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:45,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 15:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 16:46,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 17:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 17:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:13,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:13,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:14,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:54,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 18:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:19,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:27,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:44,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 19:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 20:02,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 22:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,05-11-2024 22:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 02:18,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 02:21,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 03:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 03:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 04:18,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 04:18,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 04:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 04:56,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:20,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:24,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:25,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:29,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:34,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 05:35,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 06:43,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 06:47,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 06:52,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 06:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 06:58,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 07:01,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 07:04,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 07:55,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 08:23,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:01,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:01,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:01,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:02,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:03,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:44,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:49,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 10:50,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 16:11,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 16:11,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 16:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 16:15,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 17:01,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 17:02,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 17:07,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 17:08,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 18:39,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 18:39,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 18:42,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 18:48,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 18:53,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 19:06,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 19:59,6,,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,06-11-2024 19:59,6,,,,,,,,,,,,,,,
